#_prob       var_1    var_2    var_3    var_4    var_5    var_6    var_7    var_8    var_9    var_10    var_11    var_12    var_13    var_14    var_15    var_16    var_17    var_18    var_19    var_20    var_21    var_22    var_23    var_24    var_25    var_26    var_27    var_28    var_29    var_30    var_31    var_32    var_33    var_34    var_35    var_36    var_37    var_38    var_39    var_40    var_41    var_42    var_43    var_44    var_45    var_46    var_47    var_48    var_49    var_50    var_51    var_52    var_53    var_54    var_55    var_56    var_57    var_58    var_59    var_60    var_61    var_62    var_63    var_64    var_65    var_66    var_67    var_68    var_69    var_70    var_71    var_72    var_73    var_74    var_75    var_76    var_77    var_78    var_79    var_80 
0.016667 13.01622 20.38609 11.22428 11.54127 13.22579  7.45177  9.14261  3.56049  7.58919  6.43770  9.07198 13.29288 11.70756 11.92911  8.36850  4.44887 11.53884  4.56857 14.36616  3.81155 12.35118  5.29255 16.24735  8.46093  7.09096 23.18276  6.16456  7.85975 12.65870  9.85411  7.04314  3.86411 12.35118  5.29255  9.86576  8.60015 13.38412 12.38043  8.60434 17.68093 11.41201 15.04295 12.97459  7.12428 10.18445  6.02566  6.41079  2.97904 10.87706  2.26526  9.07198  5.69604 11.12643  9.26077 11.40073  7.85975 12.15613  7.62022 13.69784  2.61222 17.32765  2.04887 14.56021  7.72093 12.01431 16.06200  8.83386 12.33689 11.43332  7.45177  5.45470  4.51614  6.69473  8.38663  6.87112  9.13277  9.25812 12.15730 10.86304 12.33689
0.016667 15.67018 10.43031  8.83386 14.16767 12.26807  6.17690 13.40996  2.53988  8.24619  4.52318  9.70152  8.60015  6.36862  6.00389 15.83719 10.10998  4.99924 17.49128 10.31832  2.79051 15.81728  2.26526  9.07198  6.88769  9.80997 16.89408  8.60434 11.79954 12.26807 12.75337  8.66627  3.91758 15.26353 10.76045 10.37765 11.67076  9.10857 14.10533  4.24156  9.03931  8.44609 20.38609 15.52818  6.42314  9.93677  7.79095 13.14346  2.73589 12.79806  7.08220 14.23064  6.70640 17.04293 13.44539 13.78062  6.59545  8.24648  5.54987 10.46843  2.88978  7.58919  6.13549 15.74275  9.75382  6.36862  9.57011 11.91481  4.15954 10.88710 18.55171  2.66036  4.65429  7.58919  4.52318  9.22563 12.24656  6.36862 13.02239 16.53678 17.68093
0.016667 10.19056 13.23231 10.48920 17.68093  7.91742 10.71880 10.17155  2.20400 13.02637  1.52690  6.62333 13.67779  8.62307 12.81268 14.70816  4.70751  3.73118  6.17690  9.29584  4.87835 13.97585 10.76045 12.84155  8.73680 14.63757 24.04345 12.97459  9.67034  6.58287  4.32320  5.70875  3.81155 16.10391  5.56416 13.92238 10.48049 14.87620  7.01985 12.08212 17.10226  9.80997  8.24153  5.83083 16.11290  8.08419 11.92993 10.77960  2.53988 24.78448  6.28509 10.37765  4.07330  9.40259 11.45608 17.41907  9.88811 11.74646  7.28551  7.04314  4.32232 11.70333  5.29255  5.76345  9.87294 18.06448 11.92911  7.87558 10.56687  7.74580 17.49128  7.62305  6.08750 16.69912  1.18262 16.86800  7.06355 12.01431 16.06200  9.69738 11.79954
0.016667  9.54245 14.56512 11.74589  4.44887 11.32662 14.02518  5.45470  5.22045 10.67658  6.91552 17.76919  2.77393 12.33355 11.21040 14.96666 10.56687 10.77383 14.38791  8.50142  5.52823 12.57304  3.27650  5.34136  8.87102  9.54245 17.80142  7.07199  6.94595  2.99941  6.48445 11.82473  4.95849 23.08735  4.52318 10.20365  6.51915  9.67813 21.33684 12.25231 19.17300 14.18961 10.95794 10.29706  8.43702  8.40464  5.54987 14.36616  5.92023 18.71170  9.29174 12.84155  5.46665  9.80997 24.04345  8.83386  7.48742  7.19697 14.77572 11.10729  3.23649 12.13235 12.92051  7.78140  7.06355  9.54245 19.95861  9.69738  7.12428 12.65870 10.06314 10.46843  2.67688 11.70333  8.59868  6.14220  6.70640 10.31883 13.88163  7.07199  9.88811
0.016667 11.85946 17.48933 10.10119 12.06456  8.55896 12.75337 14.36616  3.41810  9.03621  4.89991 11.92387  7.23444 12.17227 16.60927 16.53678 13.83397  7.91742  5.71520 10.46843  4.20061  7.93609  0.68273  8.92060  9.75382 15.12649 19.55559  8.36850  8.43702  8.55896  9.25177  4.60944  2.79051 12.57304  5.84469  9.07198 10.22917 15.67018 14.80165  6.16456 14.88178  9.10857 13.02239 13.56961 10.56687 11.94974  7.96405  8.98671  4.51614  9.89536  2.04887  9.38167  9.26061  6.76704 15.79845 13.56961 11.04311  5.87271  4.32320 10.17155  3.02102 21.84079  2.64556  8.19476 11.67076 10.06392 12.38043 15.23915  7.48742 12.51704 12.19474  7.80672  5.22045  7.18809  3.13069 11.71252  4.07330  5.79010 20.84312 11.22428  7.30474
0.016667 10.06392 17.80142 13.78062  5.16205 10.06153  3.34097 12.43627  3.51239 16.69912  5.84469  6.26076  4.07330 12.66686  9.86731  3.74043 13.20447 11.94974  5.87349  2.66036  4.95849 13.25811 11.14320  6.74659 11.67076 12.01431 13.88163 10.48920  8.83557  7.00065  7.28551  3.14804  5.92023 13.25811  7.08220  6.62333  7.06355 14.63757 14.33309  8.83386  5.74189  7.09096  8.93766 11.57456  3.41350  8.24648 14.38791  8.82798  4.44988 14.22356  7.60845  6.99694  9.75382 10.06392 21.33684 18.00101 11.54127  6.79631 10.06314  6.41079  3.91758 13.49344  5.56416  9.22563  9.99050 15.67018 11.21040 13.36532  9.03931  7.38614 11.42484  9.29584  3.81155 15.26353  6.75270 11.30727  8.73680 13.77380  9.26077 13.36532  9.03931
0.016667 12.01431 12.81268  6.48115  7.48742  7.00065  7.12136  9.88564  6.59199 12.79806  1.18262  6.38044 10.74670  8.44609 18.45976  5.09838  4.94355  7.00065  4.99979 12.65920  3.86411 11.49294  5.15978  9.70152 12.70929 13.01622 15.28930  7.34963 12.90606  9.41699  4.56857 12.65920  5.64625 26.14367 12.92051  6.50129 10.74670 12.33355 13.44539 10.48920  7.67240 18.06448 12.15730  7.87558 11.54127  9.14262  8.86869  4.90737  5.12905 10.08853  3.27650 10.73681  9.99050 15.12649 20.84312  5.47684  4.44887  8.85708  9.44865 12.22372  4.95849 14.22356  5.42731  7.12410  8.31901 15.96938 23.18276 14.70816  6.94595  8.85708 12.75337 14.36616  4.14172 21.84079 10.76045  6.62333 12.70929 15.12649 23.18276  6.78300  5.74189
0.016667 10.98693 22.48300  7.61715  5.91617 10.30560  7.62022  5.70875  5.31679 21.84079  2.64556  6.99694 12.46736 12.49833 24.04345  7.07199  6.94595 12.81717  5.54987  6.41079  4.02749 18.34705  2.97776  9.38167  5.22484 14.18961 12.38043 12.25231 20.36797  9.00133  7.45177 10.77960  3.65871 11.07989  5.70321  8.33606  3.29034 10.19056 13.88163  2.44826  8.63485 13.57600 11.92911 13.99905  5.74189  6.35900  8.13960  4.60944  3.56049 13.97585  8.18230  6.50129  9.87294 14.18961  7.86260  9.69738 10.56687  9.81007 12.75337 13.40996  3.51239  9.48637 10.10605 13.09320  9.38657  9.10857 14.33309  9.48894  7.85975  8.70969 11.92993  3.94684  6.29325 21.30383  3.27650  9.07198  9.87294 17.04293  9.86731  5.83083 14.16767
0.016667 17.04293  8.93766  7.34963  4.70751  5.87271  5.54987  8.66627  3.91758 15.26353  6.28509 14.23064 10.48049  8.06164 12.38043 15.52818  8.04957  4.23515 10.71880 13.40996  4.51614 19.90352  6.43770  7.25263  7.72093  7.37111 22.48300 13.99905 11.04311 11.53884  5.19368 14.01328  6.59199 24.78448  2.46275  9.38167  2.02409 10.31883 16.89408 15.83719 10.80243 16.29259 10.69814 13.16715 11.79954 12.51704  6.95925  7.24163  3.10578 13.02637  0.68273 10.55529 11.03075 12.01431  8.93766 12.97459  8.63485 10.18445  7.79095  8.33325  4.87835 12.79806  4.77266  6.62333  6.70640  8.79181 14.56512 11.04510  4.44887 12.81717 13.04949  4.60944  3.19242 10.47838  3.55021 11.11249  8.02642 11.85946  8.93766  9.48894 15.67589
0.016667 14.63757  4.62070  9.48894  9.45644  8.85708  9.44865  3.56981  4.02749 24.78448  3.80427 15.74275  9.63310 13.01622  8.93766 13.56961 15.26714  7.38614 10.49517 13.69784  5.64625 10.47838 10.10605  5.90340  7.23444 11.70756 12.59879  3.74043  8.04957  7.38614 14.77572  7.98613  3.56049 14.22356  4.64710  5.59131  6.88769 15.39033 10.43031  5.09838 11.28927  7.62153 11.21040 12.25231  7.30474 10.65910  6.32982  9.29584  5.04192 22.42916  8.38663  7.51399  7.06355 10.98693 19.95861 11.22428 17.10226  9.68133  8.31773 16.00476  6.08750 20.34184  7.60845  7.91750  8.87102 14.40910 13.44539  9.05753  3.41350 10.65910 13.35880  7.24163  4.38532 12.79806  2.46275 12.36681  7.40074 10.98693  8.24153  9.05753  8.43702
