#_prob       var_1    var_2    var_3    var_4    var_5    var_6    var_7    var_8    var_9    var_10    var_11    var_12    var_13    var_14    var_15    var_16    var_17    var_18    var_19    var_20    var_21    var_22    var_23    var_24    var_25    var_26    var_27    var_28    var_29    var_30    var_31    var_32    var_33    var_34    var_35    var_36    var_37    var_38    var_39    var_40    var_41    var_42    var_43    var_44    var_45    var_46    var_47    var_48    var_49    var_50    var_51    var_52    var_53    var_54    var_55    var_56    var_57    var_58    var_59    var_60    var_61    var_62    var_63    var_64    var_65    var_66    var_67    var_68    var_69    var_70    var_71    var_72    var_73    var_74    var_75    var_76    var_77    var_78    var_79    var_80 
0.050000 13.01622 14.10533 13.36532 11.04311  4.99924 14.38791 11.27819  3.06318 11.91644  3.55021 14.23064  7.87539  7.37111 21.87783  4.24156  5.16205 12.65870 13.35880  9.44664  2.93547 24.78448  3.55021  9.70152  8.31901 10.71406 19.17327 11.74589  6.76970  8.70969  9.64936  2.06051  2.93547 22.42916  4.64710  5.59131  9.51071 14.87620  8.93766 10.10119 15.67589 11.12643 20.38609 13.36532  6.25271 11.94974 14.38791 11.27819  3.75983  8.79117  4.28000 10.73681 13.67779 15.67018 18.12448 13.36532  9.03931 11.94974  5.54987  9.44664  6.29325 13.97585  7.25303  7.51399 11.03075 11.12643 12.15730  7.34963 19.17300  4.99924 10.27673  5.45470  4.65429  8.79117  4.28000 10.20365 13.67779  6.36862 10.69814  7.34963  6.76970
0.050000  8.06164 21.87783 12.25231  9.03931 10.30560  3.34097  6.18563  4.08404 20.80676  3.92513  7.12410  8.31901 14.18961 12.81268  2.44826  5.74189 11.94974  7.45177  2.06051  3.91758 19.48770  5.42731  6.02476 11.49978  9.93828  9.86731 14.70816 11.04311 11.32662  7.96405  6.18563  2.79051 20.80676  5.84469 10.73681  6.32531 11.12643 24.04345 10.67780  6.76970  9.10857 13.44539 10.10119 19.17300  8.24648  6.95925 13.14346  2.61222 22.42916  9.04994  7.91750  6.32531 11.12643 20.38609 12.25231 15.67589 12.65870 17.49128  8.98671  3.60925 11.28515  7.79383 14.23064 10.61157  7.37111 24.04345  8.12579 11.04311  8.24648  3.34097  4.60944  3.06318 11.28515  2.04887  6.02476  6.32531 16.64675 17.18718 12.25231  8.43702
0.050000 11.55846 19.17327  7.34963 17.10226  9.93677  9.64936 10.31832  6.29325 11.28515  2.04887  8.77141  5.69604 14.87620 17.18718 12.78719  6.76970 10.65910 12.46887  7.43480  3.32619  9.48637  5.02893 11.30727  9.87294  8.06164 24.04345  4.24156  6.25271  6.58287  7.45177 10.77960  3.19242 18.34705  2.04887 10.20365  7.87539 10.31883 14.80165 11.22428 17.10226 12.49833 12.15730 12.25231 11.04311  4.99924  6.02566 11.82473  5.77557 10.08853  3.55021 11.30727 11.49978  8.06164 15.54102 12.78719  5.74189 11.64321  3.34097 11.27819  3.32619 22.42916  5.42731  7.12410  7.40074 11.55846 12.81268 13.36532  7.85975 13.22579 17.49128 14.01328  4.44988 24.78448  5.84469  7.12410  9.51071 10.31883  7.86260 13.36532  7.85975
0.050000 15.67018  4.62070 13.99905 10.33615  8.70969  4.32320  8.98671  5.41897 19.48770  5.84469  7.91750 13.67779  6.36862 16.33210 14.70816  9.03931  7.19697 10.27673 13.14346  5.77557 14.73317  1.18262 11.92387  9.13277 14.87620  7.86260 13.36532  3.41350 10.99897 14.38791  9.44664  3.06318 10.67658  9.81700  9.70152 10.61157 10.71406 17.18718 15.52818 13.51338 10.31883  6.54032  8.83386  9.67034 11.32662  7.96405 15.27605  3.06318 20.80676  1.18262 10.20365  4.96835 11.55846 24.04345  8.83386  6.76970  9.14262 15.65369 13.14346  3.91758 13.25811  1.18262 11.92387  7.87539 13.57600  7.86260  5.47684  9.03931  7.19697  4.32320  2.06051  3.19242 16.39768  7.25303  9.70152 11.49978  7.37111 14.80165  8.12579  3.41350
0.050000  6.36862 12.15730 11.74589 11.79954 10.99897 15.65369  9.88564  3.75983  7.93609  9.04994  9.70152  4.07330  9.93828  7.86260 11.22428  3.41350  9.14262  6.48445  5.45470  4.08404 10.67658  6.75270  8.77141  7.87539 12.49833 15.54102 15.52818 13.51338  9.14262  4.32320 13.14346  3.75983 24.78448  1.18262  8.77141  4.07330  8.06164  7.86260  9.48894  6.25271 10.71406  8.93766  7.34963 17.10226 13.22579  4.32320 12.43627  2.79051 10.67658  5.02893  8.33606 10.22917 13.57600  4.62070  4.24156 13.51338 10.65910 10.94799 10.31832  4.44988 17.32765 10.76045 16.86800  6.32531 13.01622 10.69814 18.00101 15.67589 10.99897 14.38791  8.50142  4.26078 14.73317  7.79383  8.77141 10.22917  9.93828 13.44539 13.99905  4.44887
0.050000 18.06448 12.81268  8.83386  5.74189 11.32662  8.49853 13.14346  4.44988 16.39768  6.75270 10.73681 12.04217 10.31883 13.44539  6.48115  8.43702 10.30560  9.64936 12.43627  5.41897 12.57304 12.13011 16.86800  6.32531 11.55846 12.15730 10.67780  9.67034  9.55035 10.27673  7.98613  3.60925 11.91644  4.28000 12.59977 11.49978 12.01431 13.44539 13.99905 11.79954 14.87620 17.18718 15.52818  5.74189  9.93677 12.46887  4.60944  4.26078 13.97585  8.38663  9.22563  9.87294 16.64675 14.80165 14.70816  5.16205  9.55035 12.46887 10.77960  4.26078 10.67658  3.92513  5.59131  8.31901  9.93828 20.38609 15.52818  9.67034  8.70969  8.49853 13.14346  6.29325 15.53730  3.92513 11.30727 12.04217 13.01622 24.04345 10.10119  7.30474
0.050000 14.87620 20.38609  9.48894  3.41350 10.65910 10.94799  3.56981  3.32619 17.32765  7.79383 16.86800  2.77393  9.10857 20.38609  5.47684 19.17300  8.24648  6.02566 11.82473  2.61222 11.91644  7.79383  8.33606 13.67779 10.31883  8.93766 12.25231  5.74189 10.65910  9.05851  4.60944  2.35338 17.32765 12.13011  6.38044  6.88769 13.57600 14.10533  7.34963 10.33615  8.06164 12.81268 11.74589  4.44887  5.87271 13.35880  6.83887  4.08404 19.48770  6.28509 14.23064  8.73680 12.49833 11.45608 15.52818  9.67034 10.99897  4.32320 11.82473  2.61222  7.93609  2.04887  6.02476 10.22917 14.87620  4.62070 12.78719  4.44887 11.94974 13.35880  8.98671  3.32619 10.67658  2.64556 11.92387  4.96835  8.06164 18.12448  5.47684  5.16205
0.050000 16.64675  7.86260  4.24156 19.17300  8.24648  9.05851  7.98613  2.93547 13.25811 12.13011  7.51399 11.49978 13.57600  9.86731 10.67780 12.61715  5.87271  3.34097  6.18563  3.46494  8.79117  8.38663  7.12410  6.88769 12.01431 14.80165  8.12579 11.79954  3.73118 13.35880 11.82473  4.08404  7.93609  9.04994 11.92387 13.67779  9.54245  4.62070  8.12579  5.16205 11.55846  4.62070  6.48115  7.30474  9.55035 10.27673 10.77960  5.12905  6.69473  4.64710 13.35606  9.13277 14.87620 13.44539 16.53678 11.04311  7.19697  8.49853  6.83887  3.75983 14.73317  5.02893  6.38044  9.51071 14.18961  6.54032  6.48115 12.61715 11.64321 15.65369  7.98613  5.12905 13.97585  8.38663  5.59131 12.70929 13.57600 12.81268  2.44826 14.51621
0.050000 13.57600 24.04345 15.52818 15.67589 12.26807 10.27673  2.06051  5.12905  9.48637  5.02893 12.59977  9.87294 11.55846 15.54102 16.53678  4.44887  9.55035 11.67354 10.77960  4.44988 17.32765  9.04994  9.22563 10.22917 13.01622 14.10533 10.10119  4.44887 11.64321 10.94799 11.27819  5.77557  8.79117  8.38663 14.23064  8.31901  8.62307  9.86731  4.24156  9.67034 12.01431 21.87783  4.24156  7.85975  9.14262  5.54987  7.98613  3.60925 14.73317  6.75270 16.86800 10.61157  8.62307  6.54032 18.00101  4.44887  8.70969  7.96405  6.18563  2.35338 16.39768  4.64710  6.74659 12.70929  6.36862 11.45608 12.25231  5.74189 12.65870 10.94799  3.56981  4.08404 22.42916 10.76045 14.23064  2.77393 10.71406  9.86731  6.48115 12.61715
0.050000 14.18961  8.93766  5.47684 13.51338 11.94974  6.02566 14.01328  3.19242 12.57304  4.28000 13.35606  7.40074 18.06448 12.15730 15.52818 10.33615  4.99924  4.32320 14.01328  3.19242 22.42916  4.64710 14.23064 12.04217  6.36862  6.54032 13.99905 17.10226 12.26807  4.99979 15.27605  5.12905 13.97585  6.28509  9.22563  5.69604  9.10857 15.54102 13.36532 19.17300 14.18961  9.86731 12.78719 12.61715 11.64321  9.05851  3.56981  4.44988  9.48637  5.84469  5.59131  7.40074 14.18961 12.81268 11.22428 11.79954 10.30560 11.67354  7.43480  2.93547  9.48637  6.75270  9.70152  5.69604 15.67018 15.54102  4.24156 17.10226  5.87271  7.45177 10.31832  3.75983 20.80676  6.75270 13.35606  8.31901 11.55846  6.54032 12.78719  9.03931
