#_prob       var_1    var_2    var_3    var_4    var_5    var_6    var_7    var_8    var_9    var_10    var_11    var_12    var_13    var_14    var_15    var_16    var_17    var_18    var_19    var_20    var_21    var_22    var_23    var_24    var_25    var_26    var_27    var_28    var_29    var_30    var_31    var_32    var_33    var_34    var_35    var_36    var_37    var_38    var_39    var_40 
0.050000 12.49833  6.54032 16.53678  7.85975  9.55035 14.38791  4.60944  3.19242  7.93609  1.18262 12.59977 11.03075  9.54245 14.80165  8.83386  8.43702  3.73118  4.32320 13.14346  2.93547 13.25811  2.64556 12.59977  9.87294 13.57600 14.80165 11.74589  7.30474 12.65870  5.54987 12.43627  3.60925 18.34705  7.79383  7.91750 11.03075 15.67018 14.10533  8.12579  8.43702
0.050000  8.06164 20.38609 13.36532  9.67034  9.14262 12.46887 14.01328  6.29325 13.97585  6.28509  7.51399  9.51071 18.06448 11.45608 13.99905  9.03931  8.70969 17.49128  8.50142  3.06318 11.91644  9.81700 13.35606 10.61157 12.01431 21.87783  8.83386  4.44887 11.32662 14.38791 11.27819  4.87835  9.48637  4.28000  7.12410  6.32531 10.71406  8.93766  6.48115  4.44887
0.050000 13.01622 18.12448  6.48115 10.33615  9.93677  6.02566  7.98613  3.91758  8.79117  7.25303  6.38044  6.32531 14.87620  6.54032  2.44826 15.67589 10.30560  6.48445  7.43480  4.87835 24.78448  6.28509  5.59131  4.96835 14.18961 11.45608  4.24156  8.43702  5.87271  8.49853  5.45470  3.19242 13.97585  3.55021 11.30727  7.87539 16.64675  4.62070 10.10119 17.10226
0.050000 12.01431 21.87783 12.78719  3.41350  6.58287  3.34097  9.44664  2.35338 16.39768  2.64556  6.74659 10.61157 15.67018 19.17327  7.34963  3.41350 10.99897  9.05851  6.18563  4.65429 12.57304  4.28000  9.22563  7.40074 16.64675 24.04345  2.44826  5.74189 10.30560 13.35880 15.27605  3.46494  7.93609  6.75270  6.74659  7.40074 14.87620 19.17327 10.67780  9.67034
0.050000 10.31883 12.15730  4.24156  9.03931 10.99897  9.64936  8.50142  3.06318 19.48770  8.38663  5.59131 13.67779 10.71406 21.87783 14.70816  6.76970  9.14262 15.65369 15.27605  3.91758 13.97585  3.13069  6.74659  2.77393  9.10857 14.10533 12.78719 11.79954  9.55035  6.02566 14.01328  2.93547 17.32765  2.04887 12.59977  4.07330  9.93828  6.54032 13.36532  3.41350
0.050000 11.55846  8.93766 18.00101 17.10226 11.64321 13.35880 11.27819  3.60925 10.67658  2.04887  6.02476  7.40074 13.01622  4.62070  6.48115 19.17300  8.24648  3.34097 10.77960  3.75983  7.93609  5.84469  7.12410  8.31901  6.36862 15.54102 13.36532  7.85975  7.19697  6.95925 11.82473  3.75983 20.80676 10.76045  7.51399  4.96835 12.49833 13.44539  9.48894 15.67589
0.050000  9.93828  7.86260  8.12579 11.79954 10.65910  4.32320  6.18563  5.41897 11.91644  5.42731 11.92387 10.22917  7.37111 14.10533 12.25231 10.33615 10.65910 13.35880 12.43627  3.32619  9.48637  6.75270  7.91750  9.13277 13.01622 13.44539 12.25231  6.76970  9.14262  4.99979 13.14346  6.29325 15.53730  5.02893 16.86800 10.22917  6.36862 10.69814 16.53678 19.17300
0.050000  8.62307 24.04345 10.67780 12.61715 12.65870  8.49853  2.06051  5.77557 15.53730  7.79383  9.70152  2.77393 12.49833 16.33210 11.22428 17.10226  5.87271  9.64936  4.60944  5.12905  8.79117  4.64710 11.30727 10.22917  8.06164 12.81268 16.53678 12.61715 12.26807 15.65369 10.31832  2.35338 11.91644  4.64710  9.22563  9.51071  8.62307 12.81268 18.00101  9.03931
0.050000  7.37111 13.44539  7.34963 13.51338  4.99924 10.94799  8.98671  3.32619  9.48637  9.04994  8.33606 11.49978  8.06164 20.38609 10.10119 14.51621 13.22579  6.95925 14.01328  5.77557 11.28515 10.76045  6.02476 12.70929  7.37111 10.69814 14.70816  3.41350  4.99924  6.48445  4.60944  4.65429 11.28515 12.13011 14.23064 13.67779 13.01622 24.04345  7.34963  6.25271
0.050000 18.06448 17.18718 10.10119  6.25271  5.87271 11.67354  6.83887  4.87835 22.42916 12.13011  7.91750  8.31901  9.93828 12.81268 11.74589  7.85975 12.65870 12.46887  6.83887  3.46494 10.08853 12.13011 16.86800  6.32531 14.87620  6.54032 10.10119 13.51338 10.99897  3.34097  8.50142  3.32619 13.25811  1.18262  9.70152  9.13277 14.18961 11.45608 12.78719  7.85975
0.050000 16.64675 16.33210 11.22428  4.44887 10.30560  5.54987  9.88564  3.75983 17.32765  6.75270 11.30727  5.69604  6.36862  9.86731 18.00101  5.16205  9.93677  5.54987 11.27819  5.41897 15.53730  9.04994 15.30635 11.03075  9.54245 18.12448  5.47684 14.51621  8.70969 10.94799  6.18563  4.44988 22.42916  8.38663  8.33606 10.61157  8.06164 20.38609 13.99905  7.30474
0.050000 10.71406 11.45608  2.44826  5.74189  8.24648 17.49128 13.14346  4.44988 18.34705 10.76045  8.77141  8.73680 11.12643  7.86260 12.78719 11.79954  7.74580 11.67354  3.56981  4.44988 16.39768  7.25303  7.51399 11.49978 11.55846 16.33210  7.34963 15.67589 11.64321  7.45177  9.44664  3.91758 16.39768  5.84469  6.38044 12.04217 11.55846 12.15730 15.52818 13.51338
0.050000 14.87620 14.80165 12.25231  5.16205  7.19697  7.96405 10.77960  2.61222 14.73317  3.92513 15.30635  4.07330 11.55846 13.44539  8.12579 11.04311 11.64321  7.96405 11.82473  3.60925 17.32765  7.79383  8.77141  9.51071 15.67018 17.18718  9.48894 17.10226 10.65910  4.32320  7.98613  2.79051 24.78448  6.28509  6.02476  6.88769 13.57600 17.18718 14.70816 10.33615
0.050000  9.10857 14.10533 14.70816 14.51621 12.26807  7.45177  3.56981  2.79051  6.69473  4.28000 10.20365 12.70929 10.31883  8.93766 16.53678  4.44887 12.26807 10.27673  9.88564  4.08404 20.80676  8.38663  8.33606  6.88769 18.06448 20.38609  8.12579 10.33615  8.24648 17.49128  6.83887  4.26078 10.67658  7.25303 11.92387  2.77393 12.01431  7.86260 12.25231 14.51621
0.050000 14.18961 10.69814 13.99905  8.43702 13.22579  4.99979  7.43480  5.12905 24.78448  5.02893  9.22563 12.04217  8.62307 15.54102  5.47684  7.30474  6.58287  6.02566  5.45470  2.79051 10.67658  5.02893 10.73681  7.87539  9.93828  8.93766 13.99905 19.17300  6.58287  9.05851  8.98671  2.61222  6.69473  9.81700  5.59131  8.31901  9.54245 14.80165 11.22428 11.04311
0.050000 11.12643 15.54102  8.83386  6.76970  8.70969 15.65369 12.43627  4.65429 20.80676  4.64710 13.35606  4.96835 13.57600 17.18718 13.36532  5.74189 11.94974  4.99979  8.98671  2.61222  6.69473  1.18262 10.20365 12.04217 10.71406 19.17327 18.00101  6.25271  3.73118 12.46887  9.88564  5.41897 19.48770  2.64556 13.35606  5.69604 10.31883  9.86731  5.47684  5.16205
0.050000  6.36862 12.81268 11.74589 15.67589 11.32662  9.05851 10.31832  4.26078 13.25811  3.55021  7.12410  6.88769  9.10857 18.12448  4.24156 12.61715  7.19697 10.94799  7.98613  3.19242 18.34705  2.04887  6.38044  4.07330 11.12643  4.62070 15.52818  5.16205 11.94974 10.27673  7.43480  4.08404 12.57304  5.42731  8.77141 12.70929 18.06448 18.12448  8.83386  6.76970
0.050000 15.67018 19.17327  9.48894  7.30474  3.73118  6.48445  5.45470  2.93547 10.08853  9.81700 14.23064  7.87539 12.01431 10.69814 10.67780  9.67034 11.32662  8.49853  9.44664  6.29325 14.73317  3.92513 14.23064  5.69604 10.31883  9.86731  6.48115  9.67034 13.22579  9.64936  3.56981  5.77557  8.79117  3.92513 10.20365  8.73680 11.12643 16.33210  2.44826  5.74189
0.050000  9.54245  4.62070  5.47684 19.17300  7.74580  6.95925 15.27605  3.46494 12.57304  3.13069 10.73681  9.13277 14.18961 24.04345  9.48894  6.25271  4.99924 14.38791 10.31832  2.35338 19.48770  5.42731  9.70152 13.67779  8.62307  7.86260 10.67780 11.04311  9.93677  7.96405  2.06051  3.06318 10.08853  3.13069 15.30635  9.87294  7.37111 15.54102  4.24156 11.79954
0.050000 13.57600  9.86731 15.52818 11.04311 11.94974 10.27673 11.82473  4.08404 11.28515  5.84469 16.86800  9.87294 16.64675 12.15730 15.52818 13.51338  9.55035  7.45177  2.06051  4.26078 22.42916  3.55021 11.92387  8.73680 12.49833 12.15730 11.22428  9.03931  7.74580 11.67354 10.77960  5.12905 14.73317  9.04994 10.73681 11.49978  9.10857 21.87783 11.74589 12.61715
